ADVERSARY_NAME,apt32,lazarus-group,apt28,unc2452,wizard-spider,apt41,turla,oilrig,muddywater,patchwork,bronze-butler,apt39,apt3,fin6,dragonfly-2.0,threat-group-3390,cobalt-group,menupass,rocke,apt33,apt29,tropic-trooper,ta505,leviathan,ke3chang,magic-hound,fin7,fin8,silence,sandworm-team,soft-cell,apt1,temp.veles,kimsuky,gamaredon-group,blue-mockingbird,apt37,inception,machete,honeybee,gorgon-group,fin4,apt19,promethium,molerats,leafminer,frankenstein,apt38,night-dragon,chimera,darkhotel,stolen-pencil,rancor,fin10,deep-panda,dark-caracal,admin@338,windshift,platinum,copykittens,carbanak,apt18,the-white-company,stealth-falcon,sharpshooter,rtm,naikon,gallmaker,elderwood,blacktech,apt-c-36,whitefly,wirte,ta459,sowbug,poseidon-group,mofang,fin5,darkhydrus,cleaver,apt12,threat-group-1314,strider,silverterrier,putter-panda,equation,axiom,thrip,suckfly,orangeworm,group5,gcman,darkvishnya,apt30,winnti-group,scarlet-mimic,moafee,gold-southfield,dragonfly,apt17,apt16,taidoor,pittytiger,neodymium,monsoon,lotus-blossom,dust-storm,dragonok,charming-kitten,blackoasis,apt34
bronze-butler,3%,3%,3%,0%,0%,3%,0%,3%,4%,0%,-,4%,4%,4%,0%,4%,0%,0%,0%,5%,0%,0%,0%,5%,5%,6%,0%,6%,6%,6%,7%,7%,8%,0%,0%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,0%,0%,0%,14%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
apt39,5%,5%,6%,0%,0%,7%,0%,7%,4%,0%,4%,-,8%,4%,0%,9%,0%,5%,0%,5%,0%,0%,0%,5%,11%,11%,0%,6%,6%,13%,7%,7%,8%,8%,0%,8%,0%,0%,0%,0%,0%,9%,0%,0%,0%,10%,0%,10%,0%,0%,13%,29%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,25%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
apt3,5%,5%,6%,0%,0%,10%,0%,14%,11%,4%,4%,8%,-,13%,4%,9%,0%,5%,0%,14%,0%,0%,10%,5%,11%,17%,0%,6%,6%,19%,7%,7%,8%,15%,0%,8%,8%,8%,0%,0%,0%,9%,0%,0%,10%,30%,0%,10%,0%,0%,13%,57%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,20%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,25%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
fin6,3%,3%,3%,0%,3%,7%,0%,7%,7%,4%,4%,4%,12%,-,8%,4%,0%,0%,0%,9%,0%,0%,5%,5%,5%,11%,0%,6%,6%,13%,7%,7%,8%,8%,0%,8%,8%,8%,0%,0%,0%,0%,0%,0%,10%,20%,0%,0%,0%,11%,0%,29%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,0%,20%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
dragonfly-2.0,0%,0%,0%,0%,6%,3%,0%,3%,4%,0%,0%,0%,4%,8%,-,9%,0%,9%,0%,5%,0%,0%,0%,0%,11%,0%,0%,0%,0%,0%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,11%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
threat-group-3390,5%,5%,6%,0%,3%,7%,0%,10%,7%,0%,4%,8%,8%,4%,8%,-,0%,14%,0%,9%,0%,0%,0%,5%,21%,11%,0%,6%,6%,13%,13%,7%,8%,8%,0%,8%,0%,0%,0%,0%,0%,9%,0%,0%,0%,20%,0%,10%,11%,0%,13%,29%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,25%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
cobalt-group,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
menupass,3%,3%,3%,0%,3%,3%,0%,7%,4%,0%,0%,4%,4%,0%,8%,13%,0%,-,0%,5%,0%,0%,0%,0%,16%,6%,0%,0%,0%,6%,7%,0%,0%,8%,0%,0%,0%,0%,0%,0%,0%,9%,0%,0%,0%,10%,0%,10%,11%,0%,13%,14%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
rocke,0%,0%,0%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
apt33,3%,5%,6%,0%,0%,3%,0%,17%,19%,4%,4%,4%,12%,8%,4%,9%,0%,5%,0%,-,0%,0%,10%,5%,11%,11%,0%,6%,6%,13%,7%,7%,8%,8%,0%,8%,8%,8%,0%,0%,0%,0%,0%,0%,10%,60%,0%,0%,0%,0%,0%,43%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,0%,20%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
apt29,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
tropic-trooper,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ta505,0%,0%,0%,0%,0%,0%,0%,7%,7%,4%,0%,0%,8%,4%,0%,0%,0%,0%,0%,9%,0%,0%,-,0%,0%,6%,0%,0%,0%,6%,0%,0%,0%,8%,0%,0%,8%,8%,0%,0%,0%,0%,0%,0%,10%,20%,0%,0%,0%,0%,0%,29%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
leviathan,3%,3%,3%,0%,0%,3%,0%,3%,4%,0%,4%,4%,4%,4%,0%,4%,0%,0%,0%,5%,0%,0%,0%,-,5%,6%,0%,6%,6%,6%,7%,7%,8%,0%,0%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,0%,0%,0%,14%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ke3chang,5%,5%,6%,0%,3%,7%,0%,10%,7%,0%,4%,8%,8%,4%,8%,17%,0%,14%,0%,9%,0%,0%,0%,5%,-,11%,0%,6%,6%,13%,13%,7%,8%,8%,0%,8%,0%,0%,0%,0%,0%,9%,0%,0%,0%,20%,0%,10%,11%,0%,13%,29%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,25%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
magic-hound,5%,5%,6%,0%,0%,7%,0%,10%,7%,4%,4%,8%,12%,8%,0%,9%,0%,5%,0%,9%,0%,0%,5%,5%,11%,-,0%,6%,6%,19%,7%,7%,8%,15%,0%,8%,8%,8%,0%,0%,0%,9%,0%,0%,10%,20%,0%,10%,0%,0%,13%,43%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,20%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,25%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
fin7,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
fin8,3%,3%,3%,0%,0%,3%,0%,3%,4%,0%,4%,4%,4%,4%,0%,4%,0%,0%,0%,5%,0%,0%,0%,5%,5%,6%,0%,-,6%,6%,7%,7%,8%,0%,0%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,0%,0%,0%,14%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
silence,3%,3%,3%,0%,0%,3%,0%,3%,4%,0%,4%,4%,4%,4%,0%,4%,0%,0%,0%,5%,0%,0%,0%,5%,5%,6%,0%,6%,-,6%,7%,7%,8%,0%,0%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,0%,0%,0%,14%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
sandworm-team,5%,5%,6%,0%,0%,7%,0%,10%,7%,4%,4%,8%,12%,8%,0%,9%,0%,5%,0%,9%,0%,0%,5%,5%,11%,17%,0%,6%,6%,-,7%,7%,8%,15%,0%,8%,8%,8%,0%,0%,0%,9%,0%,0%,10%,20%,0%,10%,0%,0%,13%,43%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,20%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,25%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
soft-cell,3%,3%,3%,0%,3%,3%,0%,3%,4%,0%,4%,4%,4%,4%,4%,9%,0%,5%,0%,5%,0%,0%,0%,5%,11%,6%,0%,6%,6%,6%,-,7%,8%,0%,0%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,11%,0%,0%,14%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
apt1,3%,3%,3%,0%,0%,3%,0%,3%,4%,0%,4%,4%,4%,4%,0%,4%,0%,0%,0%,5%,0%,0%,0%,5%,5%,6%,0%,6%,6%,6%,7%,-,8%,0%,0%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,0%,0%,0%,14%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
temp.veles,3%,3%,3%,0%,0%,3%,0%,3%,4%,0%,4%,4%,4%,4%,0%,4%,0%,0%,0%,5%,0%,0%,0%,5%,5%,6%,0%,6%,6%,6%,7%,7%,-,0%,0%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,0%,0%,0%,14%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
kimsuky,3%,3%,3%,0%,0%,3%,0%,7%,4%,4%,0%,4%,8%,4%,0%,4%,0%,5%,0%,5%,0%,0%,5%,0%,5%,11%,0%,0%,0%,13%,0%,0%,0%,-,0%,0%,8%,8%,0%,0%,0%,9%,0%,0%,10%,10%,0%,10%,0%,0%,13%,29%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,0%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
gamaredon-group,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
blue-mockingbird,3%,3%,3%,0%,0%,3%,0%,3%,4%,0%,4%,4%,4%,4%,0%,4%,0%,0%,0%,5%,0%,0%,0%,5%,5%,6%,0%,6%,6%,6%,7%,7%,8%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,0%,0%,0%,14%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
apt37,0%,0%,0%,0%,0%,0%,0%,3%,4%,4%,0%,0%,4%,4%,0%,0%,0%,0%,0%,5%,0%,0%,5%,0%,0%,6%,0%,0%,0%,6%,0%,0%,0%,8%,0%,0%,-,8%,0%,0%,0%,0%,0%,0%,10%,10%,0%,0%,0%,0%,0%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
